text,author,class,word_count,topic,sample_id
"Her mother's ungraciousness made the sense of what they owed him more painful to Elizabeth's mind; and she would, at times, have given anything to be privileged to tell him, that his kindness was neither unknown nor unfelt by the whole of the family. She was in hopes that the evening would afford some opportunity of bringing them together; that the whole of the visit would not pass away without enabling them to enter into something more of conversation, than the mere ceremonious salutation attending his entrance. Anxious and uneasy, the period which passed in the drawing-room before the gentlemen came, was wearisome and dull to a degree that almost made her uncivil.",Austen,human,113,Social Class and Mobility,human_0425
"It was an union that must have been to the advantage of both: by her ease and liveliness, his mind might have been softened, his manners improved; and from his judgment, information, and knowledge of the world, she must have received benefit of greater importance. But no such happy marriage could now teach the admiring multitude what connubial felicity really was. An union of a different tendency, and precluding the possibility of the other, was soon to be formed in their family. How Wickham and Lydia were to be supported in tolerable independence she could not imagine. But how little of permanent happiness could belong to a couple who were only brought together because their passions were stronger than their virtue, she could easily conjecture.",Austen,human,125,Family Duty and Loyalty,human_0426
"It was possible, and sometimes she thought it probable, that his affection might be re-animated, and the influence of his friends successfully combated by the more natural influence of Jane's attractions. Miss Bennet accepted her aunt's invitation with pleasure; and the Bingleys were no otherwise in her thoughts at the same time than as she hoped, by Caroline's not living in the same house with her brother, she might occasionally spend a morning with her, without any danger of seeing him. The Gardiners stayed a week at Longbourn; and what with the Philipses, the Lucases, and the officers, there was not a day without its engagement.",Austen,human,106,The Power of Social Expectations,human_0427
"She asked me and Joe whether we supposed she was door-mats under our feet, and how we dared to use her so, and what company we graciously thought she was fit for? When she had exhausted a torrent of such inquiries, she threw a candlestick at Joe, burst into a loud sobbing, got out the dustpan, which was always a very bad sign, put on her coarse apron, and began cleaning up to a terrible extent. Not satisfied with a dry cleaning, she took to a pail and scrubbing-brush, and cleaned us out of house and home, so that we stood shivering in the back-yard.",Dickens,human,105,Social Class and Mobility,human_0428
"Of course he knew about my father from his connection with Miss Havisham. My father is Miss Havisham's cousin; not that that implies familiar intercourse between them, for he is a bad courtier and will not propitiate her.” Herbert Pocket had a frank and easy way with him that was very taking. I had never seen any one then, and I have never seen any one since, who more strongly expressed to me, in every look and tone, a natural incapacity to do anything secret and mean. There was something wonderfully hopeful about his general air, and something that at the same time whispered to me he would never be very successful or rich.",Dickens,human,114,Social Class and Mobility,human_0429
"That matter of Herbert's was still progressing, and everything with me was as I have brought it down to the close of the last preceding chapter. Business had taken Herbert on a journey to Marseilles. I was alone, and had a dull sense of being alone. Dispirited and anxious, long hoping that to-morrow or next week would clear my way, and long disappointed, I sadly missed the cheerful face and ready response of my friend. It was wretched weather; stormy and wet, stormy and wet; and mud, mud, mud, deep in all the streets. Day after day, a vast heavy veil had been driving over London from the East, and it drove still, as if in the East there were an eternity of cloud and wind.",Dickens,human,126,Social Class and Mobility,human_0430
"I should never be happy without him, so think it no harm to be off. You need not send them word at Longbourn of my going, if you do not like it, for it will make the surprise the greater when I write to them, and sign my name Lydia Wickham. What a good joke it will be! I can hardly write for laughing. Pray make my excuses to Pratt for not keeping my engagement, and dancing with him to-night. Tell him I hope he will excuse me when he knows all, and tell him I will dance with him at the next ball we meet with great pleasure.",Austen,human,109,The Impact of Childhood Trauma,human_0431
"After overhearing this dialogue, I should assuredly have got down and been left in the solitude and darkness of the highway, but for feeling certain that the man had no suspicion of my identity. Indeed, I was not only so changed in the course of nature, but so differently dressed and so differently circumstanced, that it was not at all likely he could have known me without accidental help. Still, the coincidence of our being together on the coach, was sufficiently strange to fill me with a dread that some other coincidence might at any moment connect me, in his hearing, with my name.",Dickens,human,104,Appearance Versus Reality,human_0432
"If they had asked me any more questions, I should undoubtedly have betrayed myself, for I was even then on the point of mentioning that there was a balloon in the yard, and should have hazarded the statement but for my invention being divided between that phenomenon and a bear in the brewery. They were so much occupied, however, in discussing the marvels I had already presented for their consideration, that I escaped. The subject still held them when Joe came in from his work to have a cup of tea. To whom my sister, more for the relief of her own mind than for the gratification of his, related my pretended experiences.",Dickens,human,113,The Power of Social Expectations,human_0433
"I do not know whether the all-grasping hand of the playwright has ever been laid upon Pride and Prejudice; and I dare say that, if it were, the situations would prove not startling or garish enough for the footlights, the character-scheme too subtle and delicate for pit and gallery. But if the attempt were made, it would certainly not be hampered by any of those loosenesses of construction, which, sometimes disguised by the conveniences of which the novelist can avail himself, appear at once on the stage. I think, however, though the thought will doubtless seem heretical to more than one school of critics, that construction is not the highest merit, the choicest gift, of the novelist.",Austen,human,117,Family Duty and Loyalty,human_0434
"If I had taken ten times as many glasses of wine as I had, I should have known that he never had stood in that relation towards me, and should in my heart of hearts have repudiated the idea. Yet for all that, I remember feeling convinced that I had been much mistaken in him, and that he was a sensible, practical, good-hearted prime fellow. By degrees he fell to reposing such great confidence in me, as to ask my advice in reference to his own affairs. He mentioned that there was an opportunity for a great amalgamation and monopoly of the corn and seed trade on those premises, if enlarged, such as had never occurred before in that or any other neighbourhood.",Dickens,human,123,The Impact of Childhood Trauma,human_0435
"I looked again at those hands and eyes of the housekeeper, and thought of the inexplicable feeling that had come over me when I last walked not alone in the ruined garden, and through the deserted brewery. I thought how the same feeling had come back when I saw a face looking at me, and a hand waving to me from a stage-coach window; and how it had come back again and had flashed about me like lightning, when I had passed in a carriage not alone through a sudden glare of light in a dark street. I thought how one link of association had helped that identification in the theatre, and how such a link, wanting before, had been riveted for me now, when I had passed by a chance swift from Estella's name to the fingers with their knitting action, and the attentive eyes.",Dickens,human,146,Moral Development and Redemption,human_0436
"But a very badly-built novel which excelled in pathetic or humorous character, or which displayed consummate command of dialogue--perhaps the rarest of all faculties--would be an infinitely better thing than a faultless plot acted and told by puppets with pebbles in their mouths. And despite the ability which Miss Austen has shown in working out the story, I for one should put Pride and Prejudice far lower if it did not contain what seem to me the very masterpieces of Miss Austen's humour and of her faculty of character-creation--masterpieces who may indeed admit John Thorpe, the Eltons, Mrs. Norris, and one or two others to their company, but who, in one instance certainly, and perhaps in others, are still superior to them.",Austen,human,122,Social Class and Mobility,human_0437
"After wandering along the lane for two hours, giving way to every variety of thought, reconsidering events, determining probabilities, and reconciling herself, as well as she could, to a change so sudden and so important, fatigue, and a recollection of her long absence, made her at length return home; and she entered the house with the wish of appearing cheerful as usual, and the resolution of repressing such reflections as must make her unfit for conversation. She was immediately told, that the two gentlemen from Rosings had each called during her absence; Mr. Darcy, only for a few minutes, to take leave, but that Colonel Fitzwilliam had been sitting with them at least an hour, hoping for her return, and almost resolving to walk after her till she could be found.",Austen,human,131,Moral Development and Redemption,human_0438
"I had never seen them on such ill terms; for generally they got on very well indeed together. But they were both happily relieved by the opportune appearance of Mike, the client with the fur cap and the habit of wiping his nose on his sleeve, whom I had seen on the very first day of my appearance within those walls. This individual, who, either in his own person or in that of some member of his family, seemed to be always in trouble (which in that place meant Newgate), called to announce that his eldest daughter was taken up on suspicion of shoplifting.",Dickens,human,104,The Power of Social Expectations,human_0439
"Poor Kitty has anger for having concealed their attachment; but as it was a matter of confidence, one cannot wonder. I am truly glad, dearest Lizzy, that you have been spared something of these distressing scenes; but now, as the first shock is over, shall I own that I long for your return? I am not so selfish, however, as to press for it, if inconvenient. I take up my pen again to do, what I have just told you I would not; but circumstances are such, that I cannot help earnestly begging you all to come here as soon as possible.",Austen,human,102,The Power of Social Expectations,human_0440
"I never shall forget the radiant face with which he came home one afternoon, and told me, as a mighty piece of news, of his having fallen in with one Clarriker (the young merchant's name), and of Clarriker's having shown an extraordinary inclination towards him, and of his belief that the opening had come at last. Day by day as his hopes grew stronger and his face brighter, he must have thought me a more and more affectionate friend, for I had the greatest difficulty in restraining my tears of triumph when I saw him so happy. At length, the thing being done, and he having that day entered Clarriker's House, and he having talked to me for a whole evening in a flush of pleasure and success, I did really cry in good earnest when I went to bed, to think that my expectations had done some good to somebody.",Dickens,human,151,Social Class and Mobility,human_0441
"When I asked this officer's permission to change the prisoner's wet clothes by purchasing any spare garments I could get at the public-house, he gave it readily: merely observing that he must take charge of everything his prisoner had about him. So the pocket-book which had once been in my hands passed into the officer's. He further gave me leave to accompany the prisoner to London; but declined to accord that grace to my two friends. The Jack at the Ship was instructed where the drowned man had gone down, and undertook to search for the body in the places where it was likeliest to come ashore.",Dickens,human,107,Moral Development and Redemption,human_0442
"Mr. Wickham is the son of a very respectable man, who had for many years the management of all the Pemberley estates, and whose good conduct in the discharge of his trust naturally inclined my father to be of service to him; and on George Wickham, who was his godson, his kindness was therefore liberally bestowed. My father supported him at school, and afterwards at Cambridge; most important assistance, as his own father, always poor from the extravagance of his wife, would have been unable to give him a gentleman's education. My father was not only fond of this young man's society, whose manners were always engaging, he had also the highest opinion of him, and hoping the church would be his profession, intended to provide for him in it.",Austen,human,130,Social Class and Mobility,human_0443
"You mustn't go a overdoing on it, but you must have your supper and your wine and water, and you must be put betwixt the sheets.” The delicacy with which Joe dismissed this theme, and the sweet tact and kindness with which Biddy who with her woman's wit had found me out so soon had prepared him for it, made a deep impression on my mind. But whether Joe knew how poor I was, and how my great expectations had all dissolved, like our own marsh mists before the sun, I could not understand. Another thing in Joe that I could not understand when it first began to develop itself, but which I soon arrived at a sorrowful comprehension of, was this: As I became stronger and better, Joe became a little less easy with me.",Dickens,human,136,The Importance of Reputation,human_0444
"If there had been time, I should probably have ordered several suits of clothes for this occasion; but as there was not, I was fain to be content with those I had. My appetite vanished instantly, and I knew no peace or rest until the day arrived. Not that its arrival brought me either; for, then I was worse than ever, and began haunting the coach-office in Wood Street, Cheapside, before the coach had left the Blue Boar in our town. For all that I knew this perfectly well, I still felt as if it were not safe to let the coach-office be out of my sight longer than five minutes at a time; and in this condition of unreason I had performed the first half-hour of a watch of four or five hours, when Wemmick ran against me.",Dickens,human,139,Social Class and Mobility,human_0445
"When at length they arose to take leave, Mrs. Bennet was most pressingly civil in her hope of seeing the whole family soon at Longbourn; and addressed herself particularly to Mr. Bingley, to assure him how happy he would make them, by eating a family dinner with them at any time, without the ceremony of a formal invitation. Bingley was all grateful pleasure; and he readily engaged for taking the earliest opportunity of waiting on her after his return from London, whither he was obliged to go the next day for a short time. Mrs. Bennet was perfectly satisfied; and quitted the house under the delightful persuasion that, allowing for the necessary preparations of settlements, new carriages, and wedding clothes, she should undoubtedly see her daughter settled at Netherfield in the course of three or four months.",Austen,human,137,Moral Development and Redemption,human_0446
"It is not wholly irrespective of our personal feelings that we record HIM as the Mentor of our young Telemachus, for it is good to know that our town produced the founder of the latter's fortunes. Does the thought-contracted brow of the local Sage or the lustrous eye of local Beauty inquire whose fortunes? We believe that Quintin Matsys was the BLACKSMITH of Antwerp. I entertain a conviction, based upon large experience, that if in the days of my prosperity I had gone to the North Pole, I should have met somebody there, wandering Esquimaux or civilized man, who would have told me that Pumblechook was my earliest patron and the founder of my fortunes.",Dickens,human,115,Social Class and Mobility,human_0447
"In the pantry, which was far more abundantly supplied than usual, owing to the season, I was very much alarmed by a hare hanging up by the heels, whom I rather thought I caught, when my back was half turned, winking. I had no time for verification, no time for selection, no time for anything, for I had no time to spare. I stole some bread, some rind of cheese, about half a jar of mincemeat (which I tied up in my pocket-handkerchief with my last night's slice), some brandy from a stone bottle (which I decanted into a glass bottle I had secretly used for making that intoxicating fluid, Spanish-liquorice-water, up in my room: diluting the stone bottle from a jug in the kitchen cupboard), a meat bone with very little on it, and a beautiful round compact pork pie.",Dickens,human,141,Family Duty and Loyalty,human_0448
"She was an orphan like myself; like me, too, had been brought up by hand. She was most noticeable, I thought, in respect of her extremities; for, her hair always wanted brushing, her hands always wanted washing, and her shoes always wanted mending and pulling up at heel. This description must be received with a week-day limitation. On Sundays, she went to church elaborated. Much of my unassisted self, and more by the help of Biddy than of Mr. Wopsle's great-aunt, I struggled through the alphabet as if it had been a bramble-bush; getting considerably worried and scratched by every letter.",Dickens,human,101,The Power of Social Expectations,human_0449
"They shook hands with great cordiality; and then, till her sister came down, she had to listen to all he had to say of his own happiness, and of Jane's perfections; and in spite of his being a lover, Elizabeth really believed all his expectations of felicity to be rationally founded, because they had for basis the excellent understanding and super-excellent disposition of Jane, and a general similarity of feeling and taste between her and himself. It was an evening of no common delight to them all; the satisfaction of Miss Bennet's mind gave such a glow of sweet animation to her face, as made her look handsomer than ever.",Austen,human,110,Moral Development and Redemption,human_0450
"Her mother's thoughts she plainly saw were bent the same way, and she determined not to venture near her, lest she might hear too much. When they sat down to supper, therefore, she considered it a most unlucky perverseness which placed them within one of each other; and deeply was she vexed to find that her mother was talking to that one person (Lady Lucas) freely, openly, and of nothing else but of her expectation that Jane would be soon married to Mr. Bingley. It was an animating subject, and Mrs. Bennet seemed incapable of fatigue while enumerating the advantages of the match.",Austen,human,103,Social Class and Mobility,human_0451
"Of course she did so purposely, and knew that I should treasure it up. We came to Richmond all too soon, and our destination there was a house by the green, a staid old house, where hoops and powder and patches, embroidered coats, rolled stockings, ruffles and swords, had had their court days many a time. Some ancient trees before the house were still cut into fashions as formal and unnatural as the hoops and wigs and stiff skirts; but their own allotted places in the great procession of the dead were not far off, and they would soon drop into them and go the silent way of the rest.",Dickens,human,110,Social Class and Mobility,human_0452
"She knew not the exact degree of his affection for his aunt, or his dependence on her judgment, but it was natural to suppose that he thought much higher of her Ladyship than she could do; and it was certain, that in enumerating the miseries of a marriage with one whose immediate connections were so unequal to his own, his aunt would address him on his weakest side. With his notions of dignity, he would probably feel that the arguments, which to Elizabeth had appeared weak and ridiculous, contained much good sense and solid reasoning. If he had been wavering before, as to what he should do, which had often seemed likely, the advice and entreaty of so near a relation might settle every doubt, and determine him at once to be as happy as dignity unblemished could make him.",Austen,human,140,The Power of Social Expectations,human_0453
"You won't find half so much fault in me if, supposing as you should ever wish to see me, you come and put your head in at the forge window and see Joe the blacksmith, there, at the old anvil, in the old burnt apron, sticking to the old work. I'm awful dull, but I hope I've beat out something nigh the rights of this at last. And so GOD bless you, dear old Pip, old chap, GOD bless you!” I had not been mistaken in my fancy that there was a simple dignity in him. The fashion of his dress could no more come in its way when he spoke these words than it could come in its way in Heaven.",Dickens,human,122,The Impact of Childhood Trauma,human_0454
"She was convinced that she could have been happy with him, when it was no longer likely they should meet. What a triumph for him, as she often thought, could he know that the proposals which she had proudly spurned only four months ago would now have been gladly and gratefully received! He was as generous, she doubted not, as the most generous of his sex. But while he was mortal, there must be a triumph. She began now to comprehend that he was exactly the man who, in disposition and talents, would most suit her. His understanding and temper, though unlike her own, would have answered all her wishes.",Austen,human,110,Social Class and Mobility,human_0455
"Why should I pause to ask how much of my shrinking from Provis might be traced to Estella? Why should I loiter on my road, to compare the state of mind in which I had tried to rid myself of the stain of the prison before meeting her at the coach-office, with the state of mind in which I now reflected on the abyss between Estella in her pride and beauty, and the returned transport whom I harboured? The road would be none the smoother for it, the end would be none the better for it, he would not be helped, nor I extenuated.",Dickens,human,104,Gender Roles and Expectations,human_0456
"About ten or a dozen years ago, before her marriage, she had spent a considerable time in that very part of Derbyshire to which he belonged. They had, therefore, many acquaintance in common; and, though Wickham had been little there since the death of Darcy's father, five years before, it was yet in his power to give her fresher intelligence of her former friends than she had been in the way of procuring. Mrs. Gardiner had seen Pemberley, and known the late Mr. Darcy by character perfectly well. Here, consequently, was an inexhaustible subject of discourse. In comparing her recollection of Pemberley with the minute description which Wickham could give, and in bestowing her tribute of praise on the character of its late possessor, she was delighting both him and herself.",Austen,human,131,The Search for Identity,human_0457
"It was the afternoon coach by which I had taken my place, and, as winter had now come round, I should not arrive at my destination until two or three hours after dark. Our time of starting from the Cross Keys was two o'clock. I arrived on the ground with a quarter of an hour to spare, attended by the Avenger, if I may connect that expression with one who never attended on me if he could possibly help it. At that time it was customary to carry Convicts down to the dock-yards by stage-coach. As I had often heard of them in the capacity of outside passengers, and had more than once seen them on the high road dangling their ironed legs over the coach roof, I had no cause to be surprised when Herbert, meeting me in the yard, came up and told me there were two convicts going down with me.",Dickens,human,154,Gender Roles and Expectations,human_0458
"He had been some time with Mr. Gardiner, who, with two or three other gentlemen from the house, was engaged by the river; and had left him only on learning that the ladies of the family intended a visit to Georgiana that morning. No sooner did he appear, than Elizabeth wisely resolved to be perfectly easy and unembarrassed;--a resolution the more necessary to be made, but perhaps not the more easily kept, because she saw that the suspicions of the whole party were awakened against them, and that there was scarcely an eye which did not watch his behaviour when he first came into the room.",Austen,human,106,Moral Development and Redemption,human_0459
"I always said it must be so, at last. I was sure you could not be so beautiful for nothing! I remember, as soon as ever I saw him, when he first came into Hertfordshire last year, I thought how likely it was that you should come together. Oh, he is the handsomest young man that ever was seen!” Wickham, Lydia, were all forgotten. Jane was beyond competition her favourite child. At that moment she cared for no other. Her younger sisters soon began to make interest with her for objects of happiness which she might in future be able to dispense.",Austen,human,102,Appearance Versus Reality,human_0460
"Not a word passed between the sisters concerning Bingley; but Elizabeth went to bed in the happy belief that all must speedily be concluded, unless Mr. Darcy returned within the stated time. Seriously, however, she felt tolerably persuaded that all this must have taken place with that gentleman's concurrence. Bingley was punctual to his appointment; and he and Mr. Bennet spent the morning together, as had been agreed on. The latter was much more agreeable than his companion expected. There was nothing of presumption or folly in Bingley that could provoke his ridicule, or disgust him into silence; and he was more communicative, and less eccentric, than the other had ever seen him.",Austen,human,113,The Power of Social Expectations,human_0461
"She was confident of having performed her duty; and to fret over unavoidable evils, or augment them by anxiety, was no part of her disposition. Had Lydia and her mother known the substance of her conference with her father, their indignation would hardly have found expression in their united volubility. In Lydia's imagination, a visit to Brighton comprised every possibility of earthly happiness. She saw, with the creative eye of fancy, the streets of that gay bathing-place covered with officers. She saw herself the object of attention to tens and to scores of them at present unknown. She saw all the glories of the camp: its tents stretched forth in beauteous uniformity of lines, crowded with the young and the gay, and dazzling with scarlet; and, to complete the view, she saw herself seated beneath a tent, tenderly flirting with at least six officers at once.",Austen,human,146,Appearance Versus Reality,human_0462
"In the Eastern story, the heavy slab that was to fall on the bed of state in the flush of conquest was slowly wrought out of the quarry, the tunnel for the rope to hold it in its place was slowly carried through the leagues of rock, the slab was slowly raised and fitted in the roof, the rope was rove to it and slowly taken through the miles of hollow to the great iron ring. All being made ready with much labour, and the hour come, the sultan was aroused in the dead of the night, and the sharpened axe that was to sever the rope from the great iron ring was put into his hand, and he struck with it, and the rope parted and rushed away, and the ceiling fell.",Dickens,human,133,Appearance Versus Reality,human_0463
"The separation between her and her family was rather noisy than pathetic. Kitty was the only one who shed tears; but she did weep from vexation and envy. Mrs. Bennet was diffuse in her good wishes for the felicity of her daughter, and impressive in her injunctions that she would not miss the opportunity of enjoying herself as much as possible,--advice which there was every reason to believe would be attended to; and, in the clamorous happiness of Lydia herself in bidding farewell, the more gentle adieus of her sisters were uttered without being heard. Had Elizabeth's opinion been all drawn from her own family, she could not have formed a very pleasing picture of conjugal felicity or domestic comfort.",Austen,human,120,Social Class and Mobility,human_0464
"There stood the man whom I had seen on the settle at the Three Jolly Bargemen on a Saturday night, and who had brought me down with his invisible gun! It was easy to make sure that as yet he knew me no more than if he had never seen me in his life. He looked across at me, and his eye appraised my watch-chain, and then he incidentally spat and said something to the other convict, and they laughed and slued themselves round with a clink of their coupling manacle, and looked at something else. The great numbers on their backs, as if they were street doors; their coarse mangy ungainly outer surface, as if they were lower animals; their ironed legs, apologetically garlanded with pocket-handkerchiefs; and the way in which all present looked at them and kept from them; made them (as Herbert had said) a most disagreeable and degraded spectacle.",Dickens,human,153,Moral Development and Redemption,human_0465
"In describing to her all the grandeur of Lady Catherine and her mansion, with occasional digressions in praise of his own humble abode, and the improvements it was receiving, he was happily employed until the gentlemen joined them; and he found in Mrs. Philips a very attentive listener, whose opinion of his consequence increased with what she heard, and who was resolving to retail it all among her neighbours as soon as she could. To the girls, who could not listen to their cousin, and who had nothing to do but to wish for an instrument, and examine their own indifferent imitations of china on the mantel-piece, the interval of waiting appeared very long.",Austen,human,114,Appearance Versus Reality,human_0466
"But I thought with dread that it was flowing towards Magwitch, and that any black mark on its surface might be his pursuers, going swiftly, silently, and surely, to take him. Some weeks passed without bringing any change. We waited for Wemmick, and he made no sign. If I had never known him out of Little Britain, and had never enjoyed the privilege of being on a familiar footing at the Castle, I might have doubted him; not so for a moment, knowing him as I did. My worldly affairs began to wear a gloomy appearance, and I was pressed for money by more than one creditor.",Dickens,human,107,Appearance Versus Reality,human_0467
"I thought what a blessed fortune it was, that he had found another name for me than Pip. It is impossible to express with what acuteness I felt the convict's breathing, not only on the back of my head, but all along my spine. The sensation was like being touched in the marrow with some pungent and searching acid, it set my very teeth on edge. He seemed to have more breathing business to do than another man, and to make more noise in doing it; and I was conscious of growing high-shouldered on one side, in my shrinking endeavours to fend him off.",Dickens,human,104,Appearance Versus Reality,human_0468
"My reasons for believing it are briefly these:--It does not appear to me that my hand is unworthy of your acceptance, or that the establishment I can offer would be any other than highly desirable. My situation in life, my connections with the family of De Bourgh, and my relationship to your own, are circumstances highly in my favour; and you should take it into further consideration that, in spite of your manifold attractions, it is by no means certain that another offer of marriage may ever be made you. Your portion is unhappily so small, that it will in all likelihood undo the effects of your loveliness and amiable qualifications.",Austen,human,111,The Power of Social Expectations,human_0469
"Why, I know'd you at Gargery's when you was so small a wolf that I could have took your weazen betwixt this finger and thumb and chucked you away dead (as I'd thoughts o' doing, odd times, when I see you loitering amongst the pollards on a Sunday), and you hadn't found no uncles then. But when Old Orlick come for to hear that your uncle Provis had most like wore the leg-iron wot Old Orlick had picked up, filed asunder, on these meshes ever so many year ago, and wot he kep by him till he dropped your sister with it, like a bullock, as he means to drop you hey?",Dickens,human,112,Appearance Versus Reality,human_0470
"When I woke up in the night, like Camilla, I used to think, with a weariness on my spirits, that I should have been happier and better if I had never seen Miss Havisham's face, and had risen to manhood content to be partners with Joe in the honest old forge. Many a time of an evening, when I sat alone looking at the fire, I thought, after all there was no fire like the forge fire and the kitchen fire at home. Yet Estella was so inseparable from all my restlessness and disquiet of mind, that I really fell into confusion as to the limits of my own part in its production.",Dickens,human,113,The Impact of Childhood Trauma,human_0471
"Their party in the dining-room was large, for almost all the Lucases came to meet Maria and hear the news; and various were the subjects which occupied them: Lady Lucas was inquiring of Maria, across the table, after the welfare and poultry of her eldest daughter; Mrs. Bennet was doubly engaged, on one hand collecting an account of the present fashions from Jane, who sat some way below her, and on the other, retailing them all to the younger Miss Lucases; and Lydia, in a voice rather louder than any other person's, was enumerating the various pleasures of the morning to anybody who would hear her.",Austen,human,106,Appearance Versus Reality,human_0472
"He was a broadshouldered loose-limbed swarthy fellow of great strength, never in a hurry, and always slouching. He never even seemed to come to his work on purpose, but would slouch in as if by mere accident; and when he went to the Jolly Bargemen to eat his dinner, or went away at night, he would slouch out, like Cain or the Wandering Jew, as if he had no idea where he was going and no intention of ever coming back. He lodged at a sluice-keeper's out on the marshes, and on working-days would come slouching from his hermitage, with his hands in his pockets and his dinner loosely tied in a bundle round his neck and dangling on his back.",Dickens,human,121,The Power of Social Expectations,human_0473
"But that he was not to be, without ignorance or prejudice, mistaken for a gentleman, my father most strongly asseverates; because it is a principle of his that no man who was not a true gentleman at heart ever was, since the world began, a true gentleman in manner. He says, no varnish can hide the grain of the wood; and that the more varnish you put on, the more the grain will express itself. This man pursued Miss Havisham closely, and professed to be devoted to her. I believe she had not shown much susceptibility up to that time; but all the susceptibility she possessed certainly came out then, and she passionately loved him.",Dickens,human,115,Family Duty and Loyalty,human_0474
"It was not that I knew I could never bear to speak to him about her, that I knew I could never bear to hear him creak his boots at her, that I knew I could never bear to see him wash his hands of her; it was, that my admiration should be within a foot or two of him, it was, that my feelings should be in the same place with him, that, was the agonizing circumstance. We played until nine o'clock, and then it was arranged that when Estella came to London I should be forewarned of her coming and should meet her at the coach; and then I took leave of her, and touched her and left her.",Dickens,human,121,The Impact of Childhood Trauma,human_0475
"At last, I desperately considered that the thing I contemplated must be done, and that it had best be done in the least improbable manner consistent with the circumstances. I took advantage of a moment when Joe had just looked at me, and got my bread and butter down my leg. Joe was evidently made uncomfortable by what he supposed to be my loss of appetite, and took a thoughtful bite out of his slice, which he didn't seem to enjoy. He turned it about in his mouth much longer than usual, pondering over it a good deal, and after all gulped it down like a pill.",Dickens,human,107,The Impact of Childhood Trauma,human_0476
"But if you could oblige me, I should take it as a kindness. It ain't a long walk, and it's an early one. Say it might occupy you (including breakfast on the walk) from eight to twelve. Couldn't you stretch a point and manage it?” He had done so much for me at various times, that this was very little to do for him. I said I could manage it, would manage it, and he was so very much pleased by my acquiescence, that I was pleased too. At his particular request, I appointed to call for him at the Castle at half past eight on Monday morning, and so we parted for the time.",Dickens,human,115,Appearance Versus Reality,human_0477
"alive in the same land with them, and that's had such sure information of him when he was alive in another land, as that he couldn't and shouldn't leave it unbeknown and put them in danger. P'raps it's them that writes fifty hands, and that's not like sneaking you as writes but one. ' Ware Compeyson, Magwitch, and the gallows!” He flared the candle at me again, smoking my face and hair, and for an instant blinding me, and turned his powerful back as he replaced the light on the table. I had thought a prayer, and had been with Joe and Biddy and Herbert, before he turned towards me again.",Dickens,human,111,Appearance Versus Reality,human_0478
"I do not know the particulars, but I know very well that Mr. Darcy is not in the least to blame; that he cannot bear to hear George Wickham mentioned; and that though my brother thought he could not well avoid including him in his invitation to the officers, he was excessively glad to find that he had taken himself out of the way. His coming into the country at all is a most insolent thing, indeed, and I wonder how he could presume to do it. I pity you, Miss Eliza, for this discovery of your favourite's guilt; but really, considering his descent, one could not expect much better.”",Austen,human,110,Social Class and Mobility,human_0479
"They had nothing to accuse him of but pride; pride he probably had, and if not, it would certainly be imputed by the inhabitants of a small market town where the family did not visit. It was acknowledged, however, that he was a liberal man, and did much good among the poor. With respect to Wickham, the travellers soon found that he was not held there in much estimation; for though the chief of his concerns with the son of his patron were imperfectly understood, it was yet a well-known fact that, on his quitting Derbyshire, he had left many debts behind him, which Mr. Darcy afterwards discharged.",Austen,human,108,Family Duty and Loyalty,human_0480
"The two girls had been whispering to each other during the whole visit; and the result of it was, that the youngest should tax Mr. Bingley with having promised on his first coming into the country to give a ball at Netherfield. Lydia was a stout, well-grown girl of fifteen, with a fine complexion and good-humoured countenance; a favourite with her mother, whose affection had brought her into public at an early age. She had high animal spirits, and a sort of natural self-consequence, which the attentions of the officers, to whom her uncle's good dinners and her own easy manners recommended her, had increased into assurance.",Austen,human,107,Social Class and Mobility,human_0481
"My depression was not alleviated by the announcement, for, I had supposed that establishment to be an hotel kept by Mr. Barnard, to which the Blue Boar in our town was a mere public-house. Whereas I now found Barnard to be a disembodied spirit, or a fiction, and his inn the dingiest collection of shabby buildings ever squeezed together in a rank corner as a club for Tom-cats. We entered this haven through a wicket-gate, and were disgorged by an introductory passage into a melancholy little square that looked to me like a flat burying-ground. I thought it had the most dismal trees in it, and the most dismal sparrows, and the most dismal cats, and the most dismal houses (in number half a dozen or so), that I had ever seen.",Dickens,human,132,Social Class and Mobility,human_0482
"If you love Mr. Darcy half so well as I do my dear Wickham, you must be very happy. It is a great comfort to have you so rich; and when you have nothing else to do, I hope you will think of us. I am sure Wickham would like a place at court very much; and I do not think we shall have quite money enough to live upon without some help. Any place would do of about three or four hundred a year; but, however, do not speak to Mr. Darcy about it, if you had rather not.",Austen,human,100,Social Class and Mobility,human_0483
"What I had meant was, that when I came into my property and was able to do something for Joe, it would have been much more agreeable if he had been better qualified for a rise in station. He was so perfectly innocent of my meaning, however, that I thought I would mention it to Biddy in preference. So, when we had walked home and had had tea, I took Biddy into our little garden by the side of the lane, and, after throwing out in a general way for the elevation of her spirits, that I should never forget her, said I had a favour to ask of her.",Dickens,human,110,The Power of Social Expectations,human_0484
